ticket_id,ticket_num,status,department,subject,subject_final,message,plugin,plugin_slug,plugins_detectados,domain,activation_requested,authorization_detected,completion_detected,wordpress_context,decision,classification,priority,classification_reason,score,signals,fields_used,blocked_actions,is_candidate,source,debug_fields
15745,QEY-565588,Open,Suporte Técnico,"Solicitação de ativação de plugin(s): Elementor PRO, WP Rocket","#QEY-565588 - Solicitação de ativação de plugin(s): Elementor PRO, WP Rocket",,Elementor Pro,elementor-pro,Elementor Pro | WP Rocket,,True,False,False,True,pending_activation,PRONTO PARA APROVAÇÃO,fila_ativacao,pedido claro de ativação de plugin com plugin conhecido,75,activation_keyword | plugin_whitelist_match | wordpress_context | pending_status,"{""created_at"": ""date"", ""customer_email"": ""email"", ""department"": ""deptname"", ""status"": ""status"", ""subject"": ""subject"", ""ticket_id"": ""ticket_id"", ""ticket_num"": ""tid""}",AddTicketReply | UpdateTicket | CloseTicket | DeleteTicket | AddTicketNote,True,detail,"{""campo_subject_escolhido"": ""nenhum"", ""campos_encontrados_no_resumo"": [""ticket_id""], ""ignorado"": false, ""keywords_encontradas"": [""ativacao"", ""ativação"", ""plugin"", ""ativacao"", ""ativação"", ""solicitacao de ativacao"", ""solicitação de ativação"", ""plugin"", ""plugin(s)""], ""motivo"": ""pedido claro de ativação de plugin com plugin conhecido"", ""plugins_encontrados"": [""Elementor Pro"", ""WP Rocket""], ""raw_subject_fields"": {}}"
15599,IHA-195054,Closed,Financeiro,Solicitação de cancelamento: Basic (serviço #1933),#IHA-195054 - Solicitação de cancelamento: Basic (serviço #1933),,,,,,False,False,True,False,ignored,IGNORAR,ignorar,sinal de conclusao ou status fechado/resolvido,0,ignored_status | non_related:financeiro,"{""created_at"": ""date"", ""customer_email"": ""email"", ""department"": ""deptname"", ""status"": ""status"", ""subject"": ""subject"", ""ticket_id"": ""id"", ""ticket_num"": ""tid""}",,False,summary,"{""campo_subject_escolhido"": ""subject"", ""campos_encontrados_no_resumo"": [""admin"", ""attachment"", ""attachments"", ""attachments_removed"", ""c"", ""cc"", ""contactid"", ""date"", ""deptid"", ""deptname"", ""email"", ""flag"", ""id"", ""lastreply"", ""name"", ""owner_name"", ""priority"", ""requestor_email"", ""requestor_name"", ""requestor_type"", ""service"", ""status"", ""subject"", ""ticketid"", ""tid"", ""userid""], ""ignorado"": true, ""keywords_encontradas"": [], ""motivo"": ""sinal de conclusao ou status fechado/resolvido"", ""plugins_encontrados"": [], ""raw_subject_fields"": {""name"": ""Alvaro Biccio Maturo"", ""subject"": ""Solicitação de cancelamento: Basic (serviço #1933)""}}"
15744,IWY-603079,Answered,Financeiro,Solicitação de cancelamento: Basic (serviço #9084),#IWY-603079 - Solicitação de cancelamento: Basic (serviço #9084),,,,,,False,False,False,False,ignored,IGNORAR,ignorar,sem sinais suficientes de ativação de plugin,0,pending_status | non_related:financeiro,"{""created_at"": ""date"", ""customer_email"": ""email"", ""department"": ""deptname"", ""status"": ""status"", ""subject"": ""subject"", ""ticket_id"": ""id"", ""ticket_num"": ""tid""}",,False,summary,"{""campo_subject_escolhido"": ""subject"", ""campos_encontrados_no_resumo"": [""admin"", ""attachment"", ""attachments"", ""attachments_removed"", ""c"", ""cc"", ""contactid"", ""date"", ""deptid"", ""deptname"", ""email"", ""flag"", ""id"", ""lastreply"", ""name"", ""owner_name"", ""priority"", ""requestor_email"", ""requestor_name"", ""requestor_type"", ""service"", ""status"", ""subject"", ""ticketid"", ""tid"", ""userid""], ""ignorado"": true, ""keywords_encontradas"": [], ""motivo"": ""sem sinais suficientes de ativação de plugin"", ""plugins_encontrados"": [], ""raw_subject_fields"": {""name"": ""DANIELA FERREIRA GOMES"", ""subject"": ""Solicitação de cancelamento: Basic (serviço #9084)""}}"
15712,JBI-943323,Customer-Reply,Suporte Técnico,Transferência de domínio,#JBI-943323 - Transferência de domínio,,,,,,False,False,False,True,ignored,IGNORAR,ignorar,sem sinais suficientes de ativação de plugin,20,wordpress_context | pending_status,"{""created_at"": ""date"", ""customer_email"": ""email"", ""department"": ""deptname"", ""status"": ""status"", ""subject"": ""subject"", ""ticket_id"": ""id"", ""ticket_num"": ""tid""}",,False,summary,"{""campo_subject_escolhido"": ""subject"", ""campos_encontrados_no_resumo"": [""admin"", ""attachment"", ""attachments"", ""attachments_removed"", ""c"", ""cc"", ""contactid"", ""date"", ""deptid"", ""deptname"", ""email"", ""flag"", ""id"", ""lastreply"", ""name"", ""owner_name"", ""priority"", ""requestor_email"", ""requestor_name"", ""requestor_type"", ""service"", ""status"", ""subject"", ""ticketid"", ""tid"", ""userid""], ""ignorado"": true, ""keywords_encontradas"": [], ""motivo"": ""sem sinais suficientes de ativação de plugin"", ""plugins_encontrados"": [], ""raw_subject_fields"": {""name"": ""Vanessa Rodrigues"", ""subject"": ""Transferência de domínio""}}"
15738,VJY-964344,Open,Suporte Técnico,Análise de vínculo de usuários / Propriedade de conta incorreta no Painel,#VJY-964344 - Análise de vínculo de usuários / Propriedade de conta incorreta no Painel,,,,,,False,False,False,False,ignored,IGNORAR,ignorar,sem sinais suficientes de ativação de plugin,10,pending_status,"{""created_at"": ""date"", ""department"": ""deptname"", ""status"": ""status"", ""subject"": ""subject"", ""ticket_id"": ""id"", ""ticket_num"": ""tid""}",,False,summary,"{""campo_subject_escolhido"": ""subject"", ""campos_encontrados_no_resumo"": [""admin"", ""attachment"", ""attachments"", ""attachments_removed"", ""c"", ""cc"", ""contactid"", ""date"", ""deptid"", ""deptname"", ""email"", ""flag"", ""id"", ""lastreply"", ""name"", ""owner_name"", ""priority"", ""requestor_email"", ""requestor_name"", ""requestor_type"", ""service"", ""status"", ""subject"", ""ticketid"", ""tid"", ""userid""], ""ignorado"": true, ""keywords_encontradas"": [], ""motivo"": ""sem sinais suficientes de ativação de plugin"", ""plugins_encontrados"": [], ""raw_subject_fields"": {""name"": ""Renato Mesquita"", ""subject"": ""Análise de vínculo de usuários / Propriedade de conta incorreta no Painel""}}"
15623,BGT-877133,Closed,Suporte Técnico,Limitar acesso,#BGT-877133 - Limitar acesso,,,,,,False,False,True,False,ignored,IGNORAR,ignorar,sinal de conclusao ou status fechado/resolvido,0,ignored_status,"{""created_at"": ""date"", ""customer_email"": ""email"", ""department"": ""deptname"", ""status"": ""status"", ""subject"": ""subject"", ""ticket_id"": ""id"", ""ticket_num"": ""tid""}",,False,summary,"{""campo_subject_escolhido"": ""subject"", ""campos_encontrados_no_resumo"": [""admin"", ""attachment"", ""attachments"", ""attachments_removed"", ""c"", ""cc"", ""contactid"", ""date"", ""deptid"", ""deptname"", ""email"", ""flag"", ""id"", ""lastreply"", ""name"", ""owner_name"", ""priority"", ""requestor_email"", ""requestor_name"", ""requestor_type"", ""service"", ""status"", ""subject"", ""ticketid"", ""tid"", ""userid""], ""ignorado"": true, ""keywords_encontradas"": [], ""motivo"": ""sinal de conclusao ou status fechado/resolvido"", ""plugins_encontrados"": [], ""raw_subject_fields"": {""name"": ""DAMHA  URBANIZADORA E CONSTRUTORA LTDA"", ""subject"": ""Limitar acesso""}}"
15684,LAG-226819,Closed,Suporte Técnico,Solicitação de ativação de plugin(s): Elementor PRO,#LAG-226819 - Solicitação de ativação de plugin(s): Elementor PRO,,Elementor Pro,elementor-pro,Elementor Pro,,True,False,True,False,ignored,IGNORAR,ignorar,sinal de conclusao ou status fechado/resolvido,5,activation_keyword | plugin_whitelist_match | ignored_status,"{""created_at"": ""date"", ""customer_email"": ""email"", ""department"": ""deptname"", ""status"": ""status"", ""subject"": ""subject"", ""ticket_id"": ""ticket_id"", ""ticket_num"": ""tid""}",,False,detail,"{""campo_subject_escolhido"": ""nenhum"", ""campos_encontrados_no_resumo"": [""ticket_id""], ""ignorado"": true, ""keywords_encontradas"": [""ativacao"", ""ativação"", ""plugin"", ""ativacao"", ""ativação"", ""solicitacao de ativacao"", ""solicitação de ativação"", ""plugin"", ""plugin(s)""], ""motivo"": ""sinal de conclusao ou status fechado/resolvido"", ""plugins_encontrados"": [""Elementor Pro""], ""raw_subject_fields"": {}}"
15685,YIO-752648,Closed,Suporte Técnico,"Solicitação de ativação de plugin(s): Elementor PRO, WP Rocket","#YIO-752648 - Solicitação de ativação de plugin(s): Elementor PRO, WP Rocket",,Elementor Pro,elementor-pro,Elementor Pro | WP Rocket,,True,False,True,True,ignored,IGNORAR,ignorar,sinal de conclusao ou status fechado/resolvido,15,activation_keyword | plugin_whitelist_match | wordpress_context | ignored_status,"{""created_at"": ""date"", ""customer_email"": ""email"", ""department"": ""deptname"", ""status"": ""status"", ""subject"": ""subject"", ""ticket_id"": ""ticket_id"", ""ticket_num"": ""tid""}",,False,detail,"{""campo_subject_escolhido"": ""nenhum"", ""campos_encontrados_no_resumo"": [""ticket_id""], ""ignorado"": true, ""keywords_encontradas"": [""ativacao"", ""ativação"", ""plugin"", ""ativacao"", ""ativação"", ""solicitacao de ativacao"", ""solicitação de ativação"", ""plugin"", ""plugin(s)""], ""motivo"": ""sinal de conclusao ou status fechado/resolvido"", ""plugins_encontrados"": [""Elementor Pro"", ""WP Rocket""], ""raw_subject_fields"": {}}"
15686,QRU-166542,Closed,Suporte Técnico,"Solicitação de ativação de plugin(s): Elementor PRO, WP Rocket","#QRU-166542 - Solicitação de ativação de plugin(s): Elementor PRO, WP Rocket",,Elementor Pro,elementor-pro,Elementor Pro | WP Rocket,,True,False,True,True,ignored,IGNORAR,ignorar,sinal de conclusao ou status fechado/resolvido,15,activation_keyword | plugin_whitelist_match | wordpress_context | ignored_status,"{""created_at"": ""date"", ""customer_email"": ""email"", ""department"": ""deptname"", ""status"": ""status"", ""subject"": ""subject"", ""ticket_id"": ""ticket_id"", ""ticket_num"": ""tid""}",,False,detail,"{""campo_subject_escolhido"": ""nenhum"", ""campos_encontrados_no_resumo"": [""ticket_id""], ""ignorado"": true, ""keywords_encontradas"": [""ativacao"", ""ativação"", ""plugin"", ""ativacao"", ""ativação"", ""solicitacao de ativacao"", ""solicitação de ativação"", ""plugin"", ""plugin(s)""], ""motivo"": ""sinal de conclusao ou status fechado/resolvido"", ""plugins_encontrados"": [""Elementor Pro"", ""WP Rocket""], ""raw_subject_fields"": {}}"
15689,PCO-632710,Closed,Suporte Técnico,"Solicitação de ativação de plugin(s): Elementor PRO, WP Rocket, Crocoblock","#PCO-632710 - Solicitação de ativação de plugin(s): Elementor PRO, WP Rocket, Crocoblock",,Elementor Pro,elementor-pro,Elementor Pro | WP Rocket | Crocoblock,,True,False,True,True,ignored,IGNORAR,ignorar,sinal de conclusao ou status fechado/resolvido,15,activation_keyword | plugin_whitelist_match | wordpress_context | ignored_status,"{""created_at"": ""date"", ""customer_email"": ""email"", ""department"": ""deptname"", ""status"": ""status"", ""subject"": ""subject"", ""ticket_id"": ""ticket_id"", ""ticket_num"": ""tid""}",,False,detail,"{""campo_subject_escolhido"": ""nenhum"", ""campos_encontrados_no_resumo"": [""ticket_id""], ""ignorado"": true, ""keywords_encontradas"": [""ativacao"", ""ativação"", ""plugin"", ""ativacao"", ""ativação"", ""solicitacao de ativacao"", ""solicitação de ativação"", ""plugin"", ""plugin(s)""], ""motivo"": ""sinal de conclusao ou status fechado/resolvido"", ""plugins_encontrados"": [""Elementor Pro"", ""WP Rocket"", ""Crocoblock""], ""raw_subject_fields"": {}}"
15714,YFG-896706,Closed,Suporte Técnico,Migração Dominios: grupoa5capital.com.br,#YFG-896706 - Migração Dominios: grupoa5capital.com.br,,,,,grupoa5capital.com.br,False,False,True,True,ignored,IGNORAR,ignorar,sinal de conclusao ou status fechado/resolvido,0,domain_detected | wordpress_context | ignored_status | non_related:migracao | non_related:migração,"{""created_at"": ""date"", ""customer_email"": ""email"", ""department"": ""deptname"", ""status"": ""status"", ""subject"": ""subject"", ""ticket_id"": ""id"", ""ticket_num"": ""tid""}",,False,summary,"{""campo_subject_escolhido"": ""subject"", ""campos_encontrados_no_resumo"": [""admin"", ""attachment"", ""attachments"", ""attachments_removed"", ""c"", ""cc"", ""contactid"", ""date"", ""deptid"", ""deptname"", ""email"", ""flag"", ""id"", ""lastreply"", ""name"", ""owner_name"", ""priority"", ""requestor_email"", ""requestor_name"", ""requestor_type"", ""service"", ""status"", ""subject"", ""ticketid"", ""tid"", ""userid""], ""ignorado"": true, ""keywords_encontradas"": [], ""motivo"": ""sinal de conclusao ou status fechado/resolvido"", ""plugins_encontrados"": [], ""raw_subject_fields"": {""name"": ""Vitor Hugo Camargo"", ""subject"": ""Migração Dominios: grupoa5capital.com.br""}}"
15716,FYX-221676,Closed,Suporte Técnico,Mudar o dominio,#FYX-221676 - Mudar o dominio,,,,,,False,False,True,True,ignored,IGNORAR,ignorar,sinal de conclusao ou status fechado/resolvido,0,wordpress_context | ignored_status,"{""created_at"": ""date"", ""customer_email"": ""email"", ""department"": ""deptname"", ""status"": ""status"", ""subject"": ""subject"", ""ticket_id"": ""id"", ""ticket_num"": ""tid""}",,False,summary,"{""campo_subject_escolhido"": ""subject"", ""campos_encontrados_no_resumo"": [""admin"", ""attachment"", ""attachments"", ""attachments_removed"", ""c"", ""cc"", ""contactid"", ""date"", ""deptid"", ""deptname"", ""email"", ""flag"", ""id"", ""lastreply"", ""name"", ""owner_name"", ""priority"", ""requestor_email"", ""requestor_name"", ""requestor_type"", ""service"", ""status"", ""subject"", ""ticketid"", ""tid"", ""userid""], ""ignorado"": true, ""keywords_encontradas"": [], ""motivo"": ""sinal de conclusao ou status fechado/resolvido"", ""plugins_encontrados"": [], ""raw_subject_fields"": {""name"": ""Débora Miranda"", ""subject"": ""Mudar o dominio""}}"
15677,DHB-154136,Answered,Suporte Técnico,Migrar pra outra hospedagem,#DHB-154136 - Migrar pra outra hospedagem,,,,,,False,False,False,False,ignored,IGNORAR,ignorar,sem sinais suficientes de ativação de plugin,10,pending_status,"{""created_at"": ""date"", ""customer_email"": ""email"", ""department"": ""deptname"", ""status"": ""status"", ""subject"": ""subject"", ""ticket_id"": ""id"", ""ticket_num"": ""tid""}",,False,summary,"{""campo_subject_escolhido"": ""subject"", ""campos_encontrados_no_resumo"": [""admin"", ""attachment"", ""attachments"", ""attachments_removed"", ""c"", ""cc"", ""contactid"", ""date"", ""deptid"", ""deptname"", ""email"", ""flag"", ""id"", ""lastreply"", ""name"", ""owner_name"", ""priority"", ""requestor_email"", ""requestor_name"", ""requestor_type"", ""service"", ""status"", ""subject"", ""ticketid"", ""tid"", ""userid""], ""ignorado"": true, ""keywords_encontradas"": [], ""motivo"": ""sem sinais suficientes de ativação de plugin"", ""plugins_encontrados"": [], ""raw_subject_fields"": {""name"": ""João Pedro Paulino"", ""subject"": ""Migrar pra outra hospedagem""}}"
15735,SHF-500155,Answered,Financeiro,Não consigo alterar o cartão para pagamento,#SHF-500155 - Não consigo alterar o cartão para pagamento,,,,,,False,False,False,False,ignored,IGNORAR,ignorar,sem sinais suficientes de ativação de plugin,0,pending_status | non_related:financeiro,"{""created_at"": ""date"", ""customer_email"": ""email"", ""department"": ""deptname"", ""status"": ""status"", ""subject"": ""subject"", ""ticket_id"": ""id"", ""ticket_num"": ""tid""}",,False,summary,"{""campo_subject_escolhido"": ""subject"", ""campos_encontrados_no_resumo"": [""admin"", ""attachment"", ""attachments"", ""attachments_removed"", ""c"", ""cc"", ""contactid"", ""date"", ""deptid"", ""deptname"", ""email"", ""flag"", ""id"", ""lastreply"", ""name"", ""owner_name"", ""priority"", ""requestor_email"", ""requestor_name"", ""requestor_type"", ""service"", ""status"", ""subject"", ""ticketid"", ""tid"", ""userid""], ""ignorado"": true, ""keywords_encontradas"": [], ""motivo"": ""sem sinais suficientes de ativação de plugin"", ""plugins_encontrados"": [], ""raw_subject_fields"": {""name"": ""Marcos da Rocha Patrocinio"", ""subject"": ""Não consigo alterar o cartão para pagamento""}}"
